track,tags,length
37116,"0,7,60",19
301,"0,52",67
32932,"1,18,224",31
63526,"0,60,67,90,97",54
66104,"1,5,12,82,96,97",50
44711,"1,21,83,92,210",82
42154,"0,193",114
29043,"1,12,37,192",44
33825,"1,11,12,21,62,74,109,172",51
38179,"0,3,4,7,59",34
51563,"6,93",71
68323,"0,94,226",16
76037,"1,48,76,82,217",33
60719,"0,2,8,69,163",55
8766,"0,33,193",107
637,"5,58",33
16142,"0,4,7,60,217",66
26193,"9,32,47,231",62
72984,"0,57,60",66
73882,"1,11,44,70,71,83,165,172",73
41877,"5,89",86
20296,"6,9,39,81,117",51
36703,"2,27",37
65765,"0,2,3,19,27,204,236",40
4374,"35,143,244",35
52604,"0,2,38,84",39
51106,"0,2,3,8,19,36",78
63620,"1,11,17,43,137",55
70939,"0,2,31,38,95",40
50968,"0,7,40,51,52,90,211",68
70662,"1,71,92,113",111
53481,"1,2,13,154",45
60244,"1,2,13,154",24
59646,"0,9,28,85,168",63
29886,"1,11,202",84
11495,"0,35,146",49
36122,"1,196",47
52052,"5,68,133,164",48
38412,"1,11,15",48
17225,"1,2,25,86,109",34
15013,"0,16,30,65,125",63
26460,"1,21,205",78
13984,"1,11,12,17,21,54,138,224,245",69
39109,"1,12,21,131,205",45
3264,"1,15,37,54,99",47
32061,"1,18,224",62
5122,"1,11,12,18,50,54",78
57630,"1,11,242",56
75692,"1,21,210",82
4244,"1,5,74,96,157,174",55
44230,"1,5,74,96,157,174",43
63303,"1,92",107
6571,"0,136",37
10934,"43,225",14
68402,"1,92,119,196",70
40353,"1,25,44",90
52492,"1,5,44,63,96,237",37
29973,"1,17,203",96
64544,"1,21,99,180,219",52
71622,"1,11,15,50,54",100
49066,"1,21,45,92,250",75
60097,"1,174",52
11662,"3,38",57
17654,"0,31,149",75
23126,"2,6,23,134,151,169",63
62010,"5,23,89",37
57487,"1,50,70,108",50
24896,"0,56,88,140",75
7882,"0,1,13,48,98",50
64212,"1,5,9,32,47,63,96",23
47892,"1,25,72,99,144",68
70912,"1,2,27",37
17194,"1,76",79
6823,"0,1,11,52,77",72
31098,"0,2,3,35,191",63
25421,"0,18,100,132,216",55
154,"0,30,69,125,163",48
1651,"0,105",47
65022,"1,5,9,15,17,55,141,239",56
36405,"1,2,25,86,161",97
56741,"0,4,7,10,14,16,18,22,57,84,90,140",30
24785,"0,4,7,10,38,67,80,91,128",55
40256,"1,13,87,135,242",61
60500,"1,92,218",76
46706,"1,243",49
32690,"1,243",61
1607,"0,33,212",84
62545,"1,5,15,63,70",36
52792,"5,58,70,157,164,254",44
69342,"1,21,205",106
10694,"0,33,95,193,212",79
60543,"1,12,37,83,99,171,192,220,223",42
53306,"6,145,187",132
65732,"2,3,5,24,75",46
71905,"1,11,12,98,108",52
64581,"1,11,12,98",50
46181,"0,193",113
1548,"1,5,23,157,207",39
8354,"0,46,57,142",37
42394,"0,1,13,60,97",53
24377,"1,11,15,82,150",60
6785,"1,2,41",26
3528,"0,2,5,7,27,185",35
51376,"0,10,73,91",21
63347,"0,1,12,97",43
67834,"0,6,30,38,81",51
1595,"2,6,9,47,101,112,142,179",27
55367,"0,6,7,175",45
70005,"0,132,139",78
32851,"35,64",44
20436,"5,89,102,127",49
8724,"0,26,40,46,51,194",45
32200,"1,71,109,113",47
19430,"0,28,40",40
67622,"1,5,157",74
9721,"1,11,37,50,206",29
3541,"0,1,10,11,12,31,57,77,90,97,142,255",41
59288,"1,44,99,144",78
61120,"1,2,11,27,38,77",18
17083,"0,20,49",45
61789,"2,23,208",45
33824,"0,2,8,51",52
24973,"0,20,235",49
1108,"0,1,8,13",67
21603,"1,190,206",55
9437,"1,190,206",24
3749,"6,158,215",109
46271,"1,11,12,25,37,50,83,192",19
54520,"0,20,56",101
46956,"1,6,11,12,43,121",87
67201,"1,44,76,82",66
56567,"1,21,205",68
25791,"0,12,97,153",90
45202,"2,23,122",52
66706,"0,10,35,73",50
44546,"6,215",58
45015,"23,246",68
17925,"1,18,224",153
60341,"0,1,6,12,18,20,21,29,30,33,50,72,77,80,81,87,93,95,97,129,138,190,192",47
48065,"0,20,139",22
40513,"6,9,162,175,201",125
57301,"6,9,162,175,201",121
57595,"1,13,17,242",50
29761,"0,80,91,132",33
70731,"1,13,82,203",61
76021,"6,177,187",56
24420,"0,31,255",50
3967,"5,68,118",39
21736,"2,179",63
53112,"1,11,12,50,110",68
33388,"0,31,57,255",35
21786,"0,193",67
19827,"1,5,9,55,96,141",43
23048,"2,3,24,34",41
61900,"5,102,185",25
71552,"1,11,12,15,37,50,54,74,97,108,113,171,174,224",87
69097,"1,11,12,15,37,50,54,74,97,108,113,171,174,224",39
53902,"0,4,189",60
3614,"0,4,189",71
70054,"0,56,126",132
50075,"1,70,96,150",25
76586,"0,111",13
37249,"1,198",44
43022,"1,172",64
39514,"3,19,26,36",50
62162,"0,77,189,193",90
825,"1,82,229",40
21497,"1,82,229",69
72091,"0,49",45
20750,"6,39,175,201",55
25006,"1,21,83",62
56088,"0,153",59
33067,"3,19,23,124,160,234",57
33883,"0,1,21,37,50,52,99",55
38680,"1,11,12,37,50,99,174",50
4111,"1,66",77
63717,"2,6,117,145",56
27274,"1,2,179",66
57194,"0,1,192,235",50
10983,"0,10,18,136",27
54809,"5,102,127,197",37
34736,"0,120,139",66
19291,"0,7,154",41
10154,"1,43,110",55
37253,"0,60,107",64
39040,"1,78",91
15252,"1,15,64,70,74",39
27688,"0,67",49
47652,"0,88,153",44
12877,"1,2,13,15,119",46
46303,"6,39,43,195",15
29907,"6,39",95
3363,"0,3,9,34,47,202",32
68968,"1,21,92,196",101
62777,"0,111,235",37
32077,"1,21,157,178,245",60
45800,"0,49,100",52
39973,"0,4,5,102",58
38048,"0,4,8",52
43097,"1,43,72,137",61
6656,"1,11,12,15,21,165",69
47008,"0,31,88",66
71550,"2,27",50
62759,"6,145,187,241",46
59003,"1,2,11,150",26
41616,"43,121",41
43,"6,39,43,81,121,137,183,195",44
10403,"0,8,16,125,163",33
61628,"3,6,162",35
36676,"0,57,67,142,166",55
14322,"0,189",80
26184,"2,6,43,121,183",49
52797,"1,12,17,37,54,99,178",18
1948,"1,5,12,58,185,197,242",20
15407,"1,210",103
40732,"1,21,78",66
33704,"0,1,49,206",51
29581,"2,3,36,236",69
40562,"1,11",54
1255,"1,18,21,29,37,99,192",14
18929,"0,2,27,90",37
40742,"0,9,16,40,46",34
37100,"0,6,28,30,116",82
19952,"1,17,21,144",97
69155,"0,166",72
28484,"1,11,110",151
18696,"0,33,193",113
47861,"0,4,100",51
13803,"5,102",44
63226,"0,1,12,56,97,153",42
26008,"23,169,204",38
27785,"1,50,62,83",69
18141,"0,188",68
34870,"2,5,9,32,75,85",61
72103,"0,23,30,160",55
29394,"0,20,95,212",52
17957,"1,11,110",59
26821,"0,212",49
47804,"1,2,12,23,157",72
6490,"1,74,109",47
72200,"0,33,139,189",54
33464,"1,9,47,231",31
28552,"0,67,148",75
47470,"23,207",32
62329,"0,1,12,31,159",47
63977,"0,40",56
9201,"0,4,14,16,88,163,189",49
71122,"1,37,92,174,192,223,224",52
67520,"2,6,101",33
14571,"1,92,131,220",33
54045,"0,33,97,212",150
33155,"1,2,5,96",49
45972,"0,6,65,81,116",61
76560,"3,11,135,137",39
11070,"2,61",56
45890,"1,43,137,225",37
8669,"23,35,208",48
9647,"1,11,15,37,62,245",45
75172,"0,1,2,8,97",82
34268,"0,65,212",56
34826,"1,2,27",50
37288,"2,24,43",37
14779,"1,11,12,37,174,192",35
72044,"0,1,12,37,90,174,192",44
73907,"1,6,11,101",32
51074,"6,24,26,122",49
35679,"0,7,48,60,150",46
19344,"1,33,90,108",56
71498,"1,190",48
21436,"1,66,99",78
45037,"11,43,121",29
35875,"6,23,151,177",57
544,"1,17,48,87",64
62891,"1,37,62,64,108,172,174",46
35398,"1,2,5,12,17,86,242",24
13205,"1,190",36
27419,"2,179",54
1395,"0,1,13,29,48,66,87,135,212",72
28986,"9,45,47",67
66811,"5,70",42
28,"1,43,98",51
13934,"1,2,87",53
6301,"0,56,153",116
32648,"1,108,110",101
69408,"0,114,166",40
46263,"0,10,38,60",32
11053,"1,2,23,26",43
713,"0,2,9,26,184",64
341,"1,25,45,161",83
9776,"0,189,193",44
10678,"6,93",58
25532,"0,23,169,204",30
12047,"23,228",29
17895,"1,249",27
4377,"1,11,229",140
8789,"0,7,60,67,217",98
67173,"0,107",72
16504,"0,1,2,27,60,217",43
58129,"0,60,77,154",41
64656,"0,20",51
43730,"0,1,54,60,74",42
9765,"1,11,205",43
12775,"1,2,13,27,48,217",35
33284,"1,183",14
3151,"0,142",32
32618,"0,7,80",53
50551,"0,77,154,189",73
5646,"0,31,149,159",65
58150,"1,37,99",50
44513,"0,29",47
7391,"0,2,24",50
59250,"0,4,9,47",59
14859,"1,3,106,224",68
52189,"0,16,31,149,255",56
69123,"2,9,32,47,55,141",33
1700,"1,2,5,23,24,26,208",43
10465,"0,166",36
33841,"0,2,115,253",42
11390,"2,3,34",45
37764,"1,205",90
55593,"1,74",71
76446,"0,20,42",45
8620,"0,31,69,255",62
58751,"1,35,92,191",31
22652,"0,52,67,193",69
66391,"2,184",43
29453,"0,1,60,82,87,217",48
56034,"43,137,252",85
45052,"1,9,45,47,231",55
39756,"1,21,37,92,196",35
25546,"0,14,16",57
1631,"1,2,13,15",50
2771,"5,68,102,118,127,133",16
2930,"1,82,150,190",51
10365,"0,4,22,126,212",44
9586,"1,5,18,89,97,197,206,220",24
26525,"1,5,18,89,97,197,206,220",70
35905,"1,2,150",50
30626,"0,33,193",76
57359,"2,23,26",40
71423,"1,11,229",75
42903,"0,20,111",45
67546,"0,1,11,48,70,159",78
41163,"0,235",31
28403,"1,192",42
69353,"0,10,28,57,114",25
38951,"0,4,7,60,77,84,100",69
1872,"0,60,67",65
48954,"1,25,44,45",71
33962,"6,81,116",63
22239,"0,20,139",61
71501,"1,43,87,98,225",82
36228,"1,43,87,98,225",76
28296,"0,3,28,155",28
17209,"1,21,165,205",65
27851,"0,2,8,26,40",64
62805,"1,21,29,66,218",65
51712,"0,1,11,106,189,193",97
15025,"0,10,33,222",20
16363,"1,21,144,218",77
44667,"1,44,165",55
65699,"1,35,64,112",47
59715,"1,11,12,43,76,121,165",66
7114,"43,240",59
23131,"0,2,3,26,38,51,59,125",41
50470,"0,29,94",91
72247,"0,14,153,216",53
56481,"1,11,12,29,98,135",61
40409,"1,2,206",20
54099,"0,65",25
52308,"1,9,55",28
66939,"0,7,31,209",64
61107,"0,1,10,12,17,111",11
22762,"1,18,99,174",54
64357,"0,235",15
36859,"0,20,235",22
42223,"6,103,116",84
50471,"0,1,5,23,25,46,58,207,208,214",38
45868,"6,81,103",72
10769,"0,1,3,6,12,31,159,170",49
43407,"1,78,113",101
19408,"0,33",12
3114,"5,68,102,118,127,133",22
57152,"1,43,48,183",57
34217,"1,11,82,150",48
39560,"1,11,64,165",78
18844,"0,46,114,166",30
33953,"0,114",40
6002,"0,107,212",55
46087,"1,17,82",61
34403,"1,18,224",73
23204,"0,79,152",56
52618,"2,9,86,104",49
52429,"1,190",43
54049,"0,94",38
38336,"0,3,4,9,22,38,231",52
45029,"0,29,60",46
70213,"1,12,50,138,242",39
73892,"3,124",38
17095,"0,111,235",13
74349,"0,56",64
23324,"6,158,177",40
2878,"0,3,22,34,59",53
6761,"28,186,251",47
32965,"3,6,23,93,151,173",76
52357,"6,122,151,158,187",52
33428,"6,122,158",76
50683,"0,16",45
20717,"2,3,23,134",49
8983,"23,134",52
30610,"0,16,69,255",53
25415,"6,39,101",40
22530,"6,81,175,241",101
34222,"6,145,241",83
58505,"0,16,128",53
16664,"3,6,232",42
42592,"6,151,177",44
41781,"0,2,4,8,51",60
66997,"6,9,28,32,85,117",88
37617,"0,4,7,9,211,253",42
59273,"0,10,35,73",13
37682,"0,2,8,211",58
9159,"9,32",35
59689,"0,4",52
17867,"0,67",27
5020,"1,13,15,45,119",48
19758,"0,46,51",61
65942,"0,1,8,45,203",49
66528,"1,2,13,86",55
8149,"3,43,183,194",58
15577,"2,3,6,24,28,177,186",36
26784,"28,221",48
50272,"0,1,2,8,41",46
13810,"2,23,61,214",42
4805,"0,80,91",39
74247,"0,8,69",54
18225,"0,22,59",67
3624,"5,89,104,164",53
71531,"0,8,9,22,32,40,59,69,130",51
33767,"6,175,215",59
53848,"1,13,25,239,250",55
15650,"0,49,100,130",66
11910,"35,64,146",53
64138,"9,85",43
35404,"6,162",42
66260,"6,9,32,117",43
26989,"6,39",96
7454,"0,1,7,12,31,97",59
39160,"0,8,22",48
60307,"1,2,9,25,35,172,244",68
31344,"1,17,21,66",94
9594,248,32
70078,"6,122,162",55
71460,"2,35,191",99
60968,"3,23,160,234",42
18400,"0,1,15,22,51,74",37
3473,"0,1,3,23,72,160",89
75247,"2,3,34,147",45
49198,"2,3,23,204",44
59089,"3,19",11
6553,"0,12,23,28,40,46,207",48
39747,"0,2,4,7,211",52
34149,"0,3,34,59",60
66173,"0,7,90",32
39383,"0,2,8,46,155",44
50496,"2,26,27,38,135",81
15974,"6,158",67
20893,"0,16,128",50
66810,"6,145,201,215",81
49829,"6,39,93",64
40638,"5,68,133",25
2149,"6,122",45
61154,"6,145",46
52746,"0,2,26,213",30
46496,"0,4,14,16,30,46,140",38
30026,"2,6,24,122",39
17780,"0,8,213",26
22803,"6,122,162",42
24849,"0,7,38,211",51
73405,"0,1,4,12,95",27
3196,"0,105,216",52
54292,"35,146",48
5115,"6,201,215",97
27119,"5,9,26,47,228",60
62138,"2,9,23,24,169,204",44
33866,"0,8,51",49
4845,"0,30,149",71
51631,"0,6,30,81,116",108
35802,"6,23,101,134,151,169,177",31
1074,"0,42,216",65
65694,"3,23,35,134,169,191",44
18563,"0,10,166",39
59305,"0,2,9,85,213",48
60605,"0,14,80,163",60
11422,"5,35,143,227",57
57139,"6,39,145",64
1797,"23,207",63
41359,"23,169",52
338,"35,143",46
65122,"0,8,51,59",40
30805,"5,104",54
47599,"6,39",83
73377,"5,133",39
2343,"2,194",41
25417,"2,3,26,34",50
48696,"2,5,104",53
55739,"0,3,10,22,106",62
37022,"6,9,47,103,180",134
76157,"0,8,31,69,128",46
30591,"6,9,32,39,93,117",50
20851,"35,191",54
24315,"2,3,23,24,134,169",44
33106,"1,6,167",55
15905,"0,7,38,130",36
34260,"0,7,10,90",43
59677,"2,6,24,26,101",66
22556,"2,23,26",53
20888,"0,8,28,40",57
19213,"3,106",45
51148,"0,2,8,128",25
25304,"1,72,240",56
43569,"2,6,9,24,26,32",27
70253,"5,127",61
54849,"6,9,93,103,117",52
73360,"0,1,6,7,11,12,84,92,175",156
63267,"0,1,2,7,8,36",35
31586,"0,48",49
18331,"3,28,38",42
34766,"1,12,43,76,98",64
45201,"1,2,11,13,138,179",61
281,"6,145,175,215",113
60269,"0,1,4,7,74",104
27437,"5,75,254",50
4076,"6,39,122,162",39
34908,"2,9,24,28,186",54
27729,"6,240,241",61
48684,"6,9,103,117,241",58
15791,"0,14,226",40
7413,"5,75,164",69
24418,"0,1,17,100",54
9469,"0,10,57,140",36
42544,"1,3,19,131",101
3427,"0,4,8",26
45044,"0,6,9,39,51,81,93",62
27505,"35,146",57
18613,"0,7,132",77
63126,"9,32,45,47",42
10889,"0,30,80,132",53
47164,"2,3,155,240",52
1011,"3,34",46
16753,"0,156",53
74495,"6,117,145,158",63
21551,"0,18,88",50
70676,"6,39,93,103",69
36661,"0,1,4,37,123",49
5234,"0,2,48,115",48
26298,"0,4,140",67
62788,"0,1,2,5,8,9,26,32,55,155",88
16910,"0,1,2,5,8,17,26,211",51
51135,"2,5,9,26,55,75,141,155",67
38214,"9,141",58
21806,"0,6,28,40,81,116",98
10514,"5,9,55,75",51
41376,"1,92,113",70
60493,"9,47",59
73141,"9,55",56
26570,"0,2,4,128",42
30206,"0,16",111
28291,"0,3,59",41
33136,"0,2,8,24,26,46,114",57
43637,"9,141",45
5118,"0,6,51,93,232",58
24775,"0,28,40,168",49
51906,"9,32,47,85",31
65065,"28,168,247",75
23632,"0,28,40,186",71
2203,"9,55",53
65507,"28,182",58
33560,"0,8,125,163",49
19243,"5,68,89,227",54
67924,"5,75,118",73
55359,"0,4,211",83
19415,"2,36,38,101,122,209",34
63004,"2,23,26,160,234",62
46047,"1,23,180",47
56100,"0,16,125",49
69490,"1,2,9,26,55,243",60
60518,"3,6,124",50
73498,"1,6,9,17,45,103",88
29172,"6,23,101,204",49
33177,"0,2,211",50
26316,"0,2,51,194",41
68867,"9,47,117,231",63
8288,"0,2,16,51",48
75185,"2,61",47
8328,"0,4,95,226",73
38138,"6,39,117,122",68
50393,"2,26",60
74931,"0,2,4,36,40",81
42732,"9,28,32,85,221",39
40721,"28,168,247",117
41552,"35,146,233",50
37456,"0,4,140",82
18308,"5,68",44
28309,"0,4,18,91",42
18824,"1,5,17,75",90
26826,"6,39",98
25843,"6,122",71
70355,"1,6,170",44
5008,"0,7,40,211",33
32165,"6,9,85,116,117,187",56
60224,"9,32,47,85",50
12552,"6,151,177",47
26116,"35,146",86
68558,"6,215,241",98
74418,"6,23,134,177",64
23128,"6,158,215",104
35264,"2,6,24,162",49
40838,"0,152",139
41372,"1,2,9,17,41,55,86",44
28962,"1,2,9,17,41,55,86",45
4406,"0,31,48,129",57
15172,"0,10,156",56
76086,"3,6,19,23,28,121,173,177,207,228",60
54314,"1,2,23,196",50
11793,"0,14,176",42
13453,"1,11,70",65
62766,"1,2,13,41,86",55
45018,"1,15,70,219",48
11544,"2,24,26,36",71
48699,"1,2,41",49
18234,"0,8,80",42
23256,"1,2,15,23,134,204",57
48488,"23,214",57
49196,"9,23,32,45,47,169",39
18600,"35,143,244",39
20772,"0,52,140",61
50580,"1,92,119",65
27138,"1,2,6,11,13,15,101,131",75
28025,"0,56,65,107",83
20188,"0,73",37
20889,"3,238",45
41281,"0,65,120",183
37722,"0,4",44
68076,"28,221",37
35075,"28,251",37
38236,"0,52",35
38877,"5,254",68
69698,"2,26",65
30108,"5,75",46
66967,"0,3,59",52
14299,"2,41",63
16327,"0,1,2,6,8,9,23,32,47,246",42
61463,"0,20,107",70
61915,"0,2,9,24,45,125",50
8672,"0,33,181",26
23343,"6,158,187",34
46131,"6,248",50
28432,"0,20,42",74
5479,"3,23,173,246",57
58623,"0,42,49,216",73
10490,"23,160",49
32925,"0,105",51
41336,"1,2,21,23,234",50
32247,"0,1,9,32,45,47,243",55
41790,"0,6,31,52,116",62
35549,"2,3,41",45
26123,"6,93,101,209",16
53447,"0,1,2,24,41",58
10509,"3,106",44
64948,"2,23,26,160,234",44
69361,"0,10,115",54
32313,"3,106",84
51306,"9,23,32,47,198",45
44959,"0,120,126",50
15636,"0,16,125",57
61423,"43,252",17
28211,"6,23,151,173,228",50
62901,"0,14,67",59
59036,"1,2,3,25,26",55
69289,"1,71,92,113",62
40940,"0,2,8,28,31,46,51,59,125,163",58
41149,"0,14,42",63
27526,"5,63",35
45774,"0,1,13,77,154,206",59
4015,"0,3,6,16,23,103,116",108
7326,"23,173,228",77
31602,"6,170",62
17778,"0,111",38
9042,"0,14,16,128,163",61
30918,"0,253",47
30345,"0,14,42,152",31
54306,"1,2,203",70
75902,"3,19,236",60
20840,"6,23,177",49
34690,"28,186,221",73
73958,"0,67,148",56
14936,"35,73",44
15721,"2,28,85",54
72665,"1,9,45",58
74147,"2,3,19,61,176",24
39868,"6,101,117,122",56
49999,"9,32,155",53
21742,"1,9,32,45,47",56
34734,"2,23,26,160,228,234",49
37828,"1,11,13,15,50,63,74,150",67
43158,"0,42,49",42
16904,"1,9,32,141",47
67871,"1,2,5,9,25,32,45,47,104",66
30841,"23,169",42
61060,"6,145,215",72
43784,"6,39,187,241",90
25904,"35,64,146",50
8690,"0,22,28,84",43
59709,"0,4,80",46
27366,"6,145,187",174
8033,"35,146",43
57739,"0,7",52
9633,"2,5,24,26,75,104",48
51249,"3,238",57
72162,"2,3,63,169,214",32
7117,"1,15,239",64
27242,"1,2,13,26,239",59
29851,"0,57,85,213",32
20892,"0,126",72
57002,"0,139,188",90
18291,"1,12,15,17,37,99",86
51038,"1,12,15,17,37,99",83
61918,"2,24",64
31215,"0,2,8,28,40,182",53
3732,"2,3,23,160,173",43
57314,"0,8,16,30,69,84,128,163",41
3807,"0,2,8",47
33414,"0,14,79",51
25009,"3,19,248",55
68715,"2,5,9,26,45,55,141",49
72466,"0,3,19,22,147",62
11184,"0,1,2,13,46,86,128",51
35921,"1,17,86",48
1317,"0,46,142,213",36
21437,"3,236",151
40714,"3,63,121,236",90
34208,"6,145,151",68
33498,"6,117,145,175",64
76457,"35,143,244",51
38938,"1,2,9,13",52
72850,"1,3,5,6,23,24,39,43,63,76,121,155,214,236",22
1682,"1,2,13,17,21,218,223",90
7528,"1,71",87
43008,"6,39,81,95,145,175",138
50437,"6,39,201",27
61594,"6,145,241",79
47775,"1,6,39,123",49
513,"1,25,44,144",78
27551,"2,61,248",40
36806,"1,21,220",65
39088,"0,1,98,129,135",39
59223,"1,5,15,17,68,83,96",67
62163,"1,13,87",60
695,"6,39,170",93
73188,"0,120,152",13
24276,"0,14,42,79,130",64
63128,"0,14,152",65
47818,"0,22,38,98",65
53031,"0,14,159",53
52804,"0,1,5,6,37,94,96",52
25997,"6,175,201",54
20033,"1,5,17,35,62,64,164,172",52
66886,"1,218",112
44928,"5,9,47,104",61
15720,"0,126,181",74
50046,"0,105",74
49037,"0,30,84",72
56235,"2,24,61",33
568,"43,121",48
42686,"1,2,6,11,15,24,177",78
8613,"23,43,121,183",54
43449,"1,113",94
76044,"1,2,26,86",50
1381,"3,35,112,124",58
33931,"9,28,47",43
57723,"0,1,13,209",44
9636,"0,77,149",34
71215,"0,6,12,39,170,201",31
35207,"0,6,12,39,170,201",59
41994,"0,1,29,77,192,219",53
55098,"0,46,114",38
42287,"0,46,114",32
24372,"1,17,45",70
33474,"0,4,12,30,31,52,84,255",92
68140,"35,146",53
76521,"3,238",50
23950,"1,23,25,180",65
22978,"28,182",142
24694,"0,4,35",81
45068,"1,13,17,203",56
24925,"3,19",94
617,"1,35,62,64",59
1443,"28,182",54
33723,"0,20",62
75750,"1,35,64,143,244",53
8365,"0,30",77
5800,"35,64",67
54293,"0,2,8,9,32",43
32592,"6,170",89
72803,"0,7,60,77",51
1415,"0,4,209",66
68681,"0,31,88",83
18531,"2,9,24,26,32,85",39
17372,"0,100",46
23132,"1,5,15,35,64,70,112",47
23117,"5,89,127",18
71663,"1,12,15,123",89
53450,"28,168",40
65946,"0,1,8,13,74",50
21302,"1,144,199",102
17257,"0,1,7,83,99,219",74
18749,"3,9,23,47,173,207,246",66
50240,"5,89,127",53
52660,"1,2,5,17,75,96",56
15483,"0,1,2,31,70,77,97,213",52
44161,"1,11,74,219",54
16337,"0,14",88
44195,"0,14,16,128",118
39610,"28,168",32
69529,"6,39,145",77
46703,"35,244",61
62963,"1,2,23,26,41,86,180",48
6109,"3,6,177",25
75202,"0,14,20",60
48477,"1,11,229",145
46479,"0,9,28,202",51
56001,"2,3,19,26,225",41
38880,"0,94,140",58
34284,"1,25,109",42
6716,"1,62",70
65452,"0,1,14,29,66",79
30359,"1,78",106
12726,"0,7,8,253",50
58002,"0,28,40",53
54384,"2,26,41",47
6113,"1,17",55
27609,"35,112,143",57
55694,"0,49,105",46
3830,"1,2,13,25,119",58
14529,"2,5,35,96,112,191",52
36310,"43,76,98",40
65872,"6,158,187",65
32103,"0,2,6,26,51,187",20
7815,"0,7,77",46
44050,"0,4,5,18,89,197",56
10444,"0,1,2,8,23,41,180",50
41488,"2,23,160",52
9454,"0,2,9,26,32,38,51",62
5349,"1,25",81
44755,"1,78",107
36115,"5,35,112,227",42
74100,"43,121",31
20663,"1,3,12,19,43,106,135,137,200,225",76
11726,"1,9,25",76
41007,"1,5,9,89,230",44
69034,"3,23,173,207,228",52
75624,"1,92,131",65
23437,"1,71,99,113",104
55953,"1,3,11,98,131",102
13082,"1,2,3,15",56
12976,"23,173",93
19114,"23,234",40
53283,"0,69,163",54
57724,"23,208",40
57172,"3,23",70
14623,"0,18",28
24123,"23,207",38
36059,"2,24,26,36",59
22785,"1,2,5,35,64,112,191",54
49246,"1,15,23,123,180,204",65
39952,"1,35,64",66
66480,"1,17,35,62,64",61
15424,"43,225",29
70867,"1,17,66",66
43312,"35,112",51
23316,"28,168,182",115
24262,"28,168,182",61
43203,"0,14,65",49
16732,"0,30",78
23685,"5,89,254",31
27910,"1,92,218",92
73126,"2,35,64,143,244",59
45548,"2,24,36",85
73578,"5,68",18
33088,"0,1,3,9,15,19,32,38,70,90,96,123,141,178",100
63417,"0,107",55
24392,"1,21,53,210",99
18924,"1,13,17,45,48,203,237",55
12343,"0,14,20",26
12379,"1,92,144,218",101
5585,"0,69",39
57403,"1,21,92,119,196",26
30664,"0,14,42",50
17334,"0,14,79",78
27082,"1,3,15,239,243",62
34214,"1,172",79
12416,"0,163",72
75023,"1,18,224",77
15354,"0,10,57,97,140",39
11147,"0,56,107",59
27651,"1,6,37,39,123,145,151,177",56
1496,"1,18,224",80
38769,"0,2,36,135,176",36
62661,"0,2,8,28,31,46,51,59,125,163",32
41720,"0,2,8,28,31,46,51,59,125,163",48
13654,"3,23,173",57
2356,"3,238",47
75970,"0,36,73,95,176",32
61549,"6,28,122",80
11675,"0,14,107",78
2746,"0,1,13,44,45",66
712,"0,69",56
61289,"3,23,124",55
67310,"1,71",89
15858,"6,9,103,145,158,175,202,215,241",88
30059,"0,56",61
53996,"1,5,58,96",52
42666,"0,1,13,17,67",50
29002,"1,13,17,21,66,108",34
9165,"5,6,39,63,118,170,201",92
5353,"23,134,169",41
13066,"0,48,67,129",61
32766,"0,10,80",93
38735,"1,11,229",85
56008,"0,1,2,8,13,86,250",39
8729,"0,15,18,130",53
33871,"6,23,134,177,204",62
17618,"0,18,52,149,189",69
62065,"0,16,176",23
74467,"6,93",57
69153,"0,40,46,130",75
18865,"2,9,45",89
32533,"0,60,159",58
47186,"0,1,4,16,30",71
29433,"0,28,40,46,59",36
4352,"23,134",58
63554,"0,111",18
16399,"1,11,54,62,157,172",67
59313,"1,6,15,70",64
62356,"5,89,230",44
71267,"0,1,13,48",44
53640,"0,28,40,247",49
62841,"5,89,127,197",15
25135,"0,1,2,12,13,48",40
19966,"0,4,12,48",38
16654,"0,1,4,11,98,129",52
24869,"0,14,148",101
27945,"23,134",19
9899,"0,2,5,36,142,209",37
74108,"0,18,111",13
29107,"0,18,111",13
8716,"2,101",19
52842,"1,15,17,74,209",39
67267,"0,95,149",115
2064,"0,10,84,97",25
2400,"0,22,38",46
9991,"1,11,17,167",41
33459,"0,7,31,32,51,76,129,155",66
58903,"0,1,98,129",40
42893,"2,6,9,28,38,117,141",58
65932,"1,12,54,70",42
56012,"1,5,12,17,37,62,131,192,219",83
56585,"0,22,38,90,211",53
31305,"6,9,23,81,93,151,246",100
40722,"3,34",37
31270,"0,1,11,129",59
65266,"1,17,239",70
46850,"1,13,15",44
27022,"0,2,27,60",48
4240,"0,126",64
58117,"2,23,26,134,169",55
12183,"23,228",35
54344,"1,25,44",107
65304,"1,6,167,243",62
62934,"6,158",116
62566,"1,6,23,39,177,187",39
32089,"9,23,155",55
33221,"6,93",56
47656,"0,114,166",46
16084,"0,10,16",19
64711,"0,3,10,236",31
20603,"0,3,10,236",37
6954,"0,1,2,4,13,17,29,48,66,87,99,144,219",49
42919,"0,1,40,209",44
40009,"0,1,2,11,17,29,50,66,99,219",61
50299,"5,89,230",10
13218,"23,204",74
6189,"9,28,32,85",45
71704,"1,18,192",66
36746,"0,7,57,128",27
28453,"1,17,29,66",43
59506,"6,23,160,232",71
40881,"0,4,31,88,140",47
9705,"1,15,83,180",78
6703,"0,1,10,18,97",14
